payment_id,file_id,reference_id,amount,currency,direction,counterparty,payment_date,expected_posting_date,status
PMT-000658,FILE-0001,REF-M-0658,1537.19,USD,inbound,Ross Inc,2026-08-05,2026-08-05,unmatched
PMT-000659,FILE-0001,REF-M-0659,2057.42,USD,inbound,Hammond-Nelson,2026-08-03,2026-08-03,unmatched
PMT-000660,FILE-0001,REF-M-0660,382.76,USD,inbound,Fernandez-Shaw,2026-08-18,2026-08-18,unmatched
PMT-000661,FILE-0001,REF-M-0661,1929.49,USD,inbound,Jackson Group,2026-08-27,2026-08-27,unmatched
PMT-000662,FILE-0001,REF-M-0662,871.79,USD,inbound,"Richardson, Cunningham and Wilson",2026-08-14,2026-08-14,unmatched
PMT-000663,FILE-0001,REF-M-0663,498.87,USD,inbound,Wagner-Hayes,2026-08-22,2026-08-22,unmatched
PMT-000664,FILE-0001,REF-M-0664,107.8,USD,inbound,"Hutchinson, Whitehead and Johnson",2026-08-22,2026-08-23,unmatched
PMT-000665,FILE-0001,REF-M-0665,1506.61,USD,inbound,"Morales, Simmons and Snyder",2026-08-23,2026-08-23,unmatched
PMT-000666,FILE-0001,REF-M-0666,254.83,USD,inbound,Garcia-Briggs,2026-08-15,2026-08-15,unmatched
PMT-000667,FILE-0001,REF-M-0667,132.42,USD,inbound,Frey-Lee,2026-08-06,2026-08-06,unmatched
PMT-000668,FILE-0001,REF-M-0668,2165.4,USD,inbound,Marks-Young,2026-08-18,2026-08-18,unmatched
PMT-000669,FILE-0001,REF-M-0669,2415.27,USD,inbound,"Phillips, Willis and Snow",2026-08-30,2026-08-30,unmatched
PMT-000670,FILE-0001,REF-M-0670,1834.88,USD,inbound,Hunter and Sons,2026-08-10,2026-08-11,unmatched
PMT-000671,FILE-0001,REF-M-0671,912.31,USD,inbound,Summers-Francis,2026-08-08,2026-08-08,unmatched
PMT-000672,FILE-0001,REF-M-0672,605.45,USD,inbound,Cameron Inc,2026-08-27,2026-08-27,unmatched
PMT-000673,FILE-0001,REF-M-0673,801.4,USD,inbound,Mayer Inc,2026-08-21,2026-08-21,unmatched
PMT-000674,FILE-0001,REF-M-0674,909.65,USD,inbound,Rose PLC,2026-08-17,2026-08-17,unmatched
PMT-000675,FILE-0001,REF-M-0675,1773.63,USD,inbound,Greene-Bell,2026-08-27,2026-08-27,unmatched
PMT-000676,FILE-0001,REF-M-0676,16.47,USD,inbound,Smith Ltd,2026-08-26,2026-08-26,unmatched
PMT-000677,FILE-0001,REF-M-0677,1285.72,USD,inbound,Cook-Rodriguez,2026-08-27,2026-08-28,unmatched
PMT-000678,FILE-0001,REF-M-0678,1239.74,USD,inbound,"Fitzpatrick, Martin and Brown",2026-08-25,2026-08-25,unmatched
PMT-000679,FILE-0001,REF-M-0679,1708.14,USD,inbound,Phillips-Caldwell,2026-08-29,2026-08-29,unmatched
PMT-000680,FILE-0001,REF-M-0680,246.27,USD,inbound,"Crosby, Jackson and Pena",2026-08-30,2026-08-31,unmatched
PMT-000681,FILE-0001,REF-M-0681,578.71,USD,inbound,"Jordan, Nolan and Nguyen",2026-08-06,2026-08-07,unmatched
PMT-000682,FILE-0001,REF-M-0682,909.83,USD,inbound,Spence-Edwards,2026-08-28,2026-08-29,unmatched
PMT-000683,FILE-0001,REF-M-0683,1085.11,USD,inbound,"Carroll, Stewart and Schwartz",2026-08-26,2026-08-27,unmatched
PMT-000684,FILE-0001,REF-M-0684,1798.71,USD,inbound,"Sandoval, Morales and Moody",2026-08-08,2026-08-08,unmatched
PMT-000685,FILE-0001,REF-M-0685,1930.84,USD,inbound,Wells LLC,2026-08-04,2026-08-04,unmatched
PMT-000686,FILE-0001,REF-M-0686,1985.5,USD,inbound,Moore Group,2026-08-28,2026-08-29,unmatched
PMT-000687,FILE-0001,REF-M-0687,1334.33,USD,inbound,Dawson-Wade,2026-08-28,2026-08-29,unmatched
PMT-000688,FILE-0001,REF-M-0688,732.66,USD,inbound,"Ryan, Cole and Mckinney",2026-08-13,2026-08-13,unmatched
PMT-000689,FILE-0001,REF-M-0689,494.53,USD,inbound,Brown-Fields,2026-08-25,2026-08-25,unmatched
PMT-000690,FILE-0001,REF-M-0690,1312.73,USD,inbound,Williamson Inc,2026-08-18,2026-08-19,unmatched
PMT-000691,FILE-0001,REF-M-0691,2196.59,USD,inbound,"Barker, Burch and Brown",2026-08-15,2026-08-16,unmatched
PMT-000692,FILE-0001,REF-M-0692,2266.47,USD,inbound,"Thomas, Torres and Brown",2026-08-06,2026-08-06,unmatched
PMT-000693,FILE-0001,REF-M-0693,1137.96,USD,inbound,Warren Group,2026-08-13,2026-08-13,unmatched
PMT-000694,FILE-0001,REF-M-0694,404.82,USD,inbound,"Brewer, Howard and Barnes",2026-08-24,2026-08-24,unmatched
PMT-000695,FILE-0001,REF-M-0695,2335.32,USD,inbound,"Carson, Boyd and Lewis",2026-08-10,2026-08-11,unmatched
PMT-000696,FILE-0001,REF-M-0696,1197.27,USD,inbound,"Novak, Smith and Reyes",2026-08-17,2026-08-18,unmatched
PMT-000697,FILE-0001,REF-M-0697,1744.52,USD,inbound,"Thomas, Burch and Coleman",2026-08-21,2026-08-21,unmatched
PMT-000698,FILE-0001,REF-M-0698,679.44,USD,inbound,Chase LLC,2026-08-08,2026-08-09,unmatched
PMT-000699,FILE-0001,REF-M-0699,1672.64,USD,inbound,"Patel, Foley and Shannon",2026-08-07,2026-08-08,unmatched
PMT-000700,FILE-0001,REF-M-0700,1891.6,USD,inbound,Stephenson Group,2026-08-11,2026-08-11,unmatched
PMT-000701,FILE-0001,REF-M-0701,677.53,USD,inbound,Potts-Harper,2026-08-25,2026-08-25,unmatched
PMT-000702,FILE-0001,REF-M-0702,1819.9,USD,inbound,Hale PLC,2026-08-10,2026-08-11,unmatched
PMT-000703,FILE-0001,REF-M-0703,804.94,USD,inbound,"Zamora, Rowe and Acosta",2026-08-17,2026-08-17,unmatched
PMT-000704,FILE-0001,REF-M-0704,1212.23,USD,inbound,"Collins, Hanna and Burns",2026-08-20,2026-08-21,unmatched
PMT-000705,FILE-0001,REF-M-0705,1862.28,USD,inbound,Jones and Sons,2026-08-21,2026-08-21,unmatched
PMT-000706,FILE-0001,REF-M-0706,453.04,USD,inbound,Pena Group,2026-08-08,2026-08-09,unmatched
PMT-000707,FILE-0001,REF-M-0707,476.13,USD,inbound,Powers Inc,2026-08-28,2026-08-28,unmatched
PMT-000708,FILE-0001,REF-M-0708,2472.31,USD,inbound,Moore Group,2026-08-20,2026-08-20,unmatched
PMT-000709,FILE-0001,REF-M-0709,420.89,USD,inbound,Wiggins Ltd,2026-08-27,2026-08-27,unmatched
PMT-000710,FILE-0001,REF-M-0710,301.71,USD,inbound,Wu PLC,2026-08-10,2026-08-10,unmatched
PMT-000711,FILE-0001,REF-M-0711,24.46,USD,inbound,Meyer PLC,2026-08-20,2026-08-20,unmatched
PMT-000712,FILE-0001,REF-M-0712,2151.55,USD,inbound,Nichols-Mcmahon,2026-08-19,2026-08-20,unmatched
PMT-000713,FILE-0001,REF-M-0713,63.11,USD,inbound,"Silva, Avila and Johnson",2026-08-14,2026-08-15,unmatched
PMT-000714,FILE-0001,REF-M-0714,435.91,USD,inbound,Curtis Inc,2026-08-09,2026-08-09,unmatched
PMT-000715,FILE-0001,REF-M-0715,450.57,USD,inbound,"Lopez, Tate and Williams",2026-08-18,2026-08-18,unmatched
PMT-000716,FILE-0001,REF-M-0716,1920.59,USD,inbound,Herrera-Harris,2026-08-29,2026-08-29,unmatched
PMT-000717,FILE-0001,REF-M-0717,1232.87,USD,inbound,Mason-Reese,2026-08-08,2026-08-09,unmatched
PMT-000718,FILE-0001,REF-M-0718,1229.84,USD,inbound,Anderson-Bailey,2026-08-18,2026-08-18,unmatched
PMT-000719,FILE-0001,REF-M-0719,427.14,USD,inbound,"Hartman, Roy and Jackson",2026-08-03,2026-08-03,unmatched
PMT-000720,FILE-0001,REF-M-0720,431.74,USD,inbound,Smith LLC,2026-08-12,2026-08-12,unmatched
PMT-000721,FILE-0001,REF-M-0721,2095.44,USD,inbound,Davis Group,2026-08-13,2026-08-13,unmatched
PMT-000722,FILE-0001,REF-M-0722,839.07,USD,inbound,Martinez-Edwards,2026-08-09,2026-08-09,unmatched
PMT-000723,FILE-0001,REF-M-0723,1976.79,USD,inbound,Downs and Sons,2026-08-10,2026-08-10,unmatched
PMT-000724,FILE-0001,REF-M-0724,132.42,USD,inbound,"Stephens, Baker and Shaw",2026-08-08,2026-08-08,unmatched
PMT-000725,FILE-0001,REF-M-0725,1608.17,USD,inbound,Hurley Ltd,2026-08-10,2026-08-10,unmatched
PMT-000726,FILE-0001,REF-M-0726,1231.89,USD,inbound,Yang Ltd,2026-08-29,2026-08-30,unmatched
PMT-000727,FILE-0001,REF-M-0727,379.57,USD,inbound,"Stafford, Walker and Best",2026-08-25,2026-08-26,unmatched
PMT-000728,FILE-0001,REF-M-0728,2056.38,USD,inbound,Wilson Ltd,2026-08-11,2026-08-11,unmatched
PMT-000729,FILE-0001,REF-M-0729,301.5,USD,inbound,Perry Group,2026-08-10,2026-08-10,unmatched
PMT-000730,FILE-0001,REF-M-0730,1618.83,USD,inbound,Turner and Sons,2026-08-03,2026-08-03,unmatched
PMT-000731,FILE-0001,REF-M-0731,63.62,USD,inbound,Chan Ltd,2026-08-13,2026-08-14,unmatched
PMT-000732,FILE-0001,REF-M-0732,2417.09,USD,inbound,Payne-Meyer,2026-08-29,2026-08-30,unmatched
PMT-000733,FILE-0001,REF-M-0733,1950.34,USD,inbound,Moore-Singleton,2026-08-22,2026-08-22,unmatched
PMT-000734,FILE-0001,REF-M-0734,594.43,USD,inbound,Villanueva-Moore,2026-08-14,2026-08-15,unmatched
PMT-000735,FILE-0001,REF-M-0735,627.78,USD,inbound,Stanley-Hines,2026-08-27,2026-08-27,unmatched
PMT-000736,FILE-0001,REF-M-0736,1889.55,USD,inbound,Franco Ltd,2026-08-08,2026-08-08,unmatched
PMT-000737,FILE-0001,REF-M-0737,1270.29,USD,inbound,Singh-Contreras,2026-08-06,2026-08-07,unmatched
PMT-000738,FILE-0001,REF-M-0738,1749.64,USD,inbound,Stanley-Smith,2026-08-13,2026-08-14,unmatched
PMT-000739,FILE-0001,REF-M-0739,1357.04,USD,inbound,"Ali, Williams and Frost",2026-08-03,2026-08-04,unmatched
PMT-000740,FILE-0001,REF-M-0740,787.48,USD,inbound,"Nelson, Hudson and Hubbard",2026-08-29,2026-08-30,unmatched
PMT-000741,FILE-0001,REF-M-0741,1686.17,USD,inbound,"Ross, Pierce and Taylor",2026-08-17,2026-08-18,unmatched
PMT-000742,FILE-0001,REF-M-0742,213.49,USD,inbound,Buck Inc,2026-08-28,2026-08-28,unmatched
PMT-000743,FILE-0001,REF-M-0743,138.52,USD,inbound,Smith LLC,2026-08-03,2026-08-04,unmatched
PMT-000744,FILE-0001,REF-M-0744,1856.86,USD,inbound,"Doyle, Johnson and Rojas",2026-08-12,2026-08-13,unmatched
PMT-000745,FILE-0001,REF-M-0745,1010.02,USD,inbound,Fields-Brown,2026-08-24,2026-08-24,unmatched
PMT-000746,FILE-0001,REF-M-0746,294.87,USD,inbound,Moore LLC,2026-08-17,2026-08-18,unmatched
PMT-000747,FILE-0001,REF-M-0747,2394.59,USD,inbound,Rollins LLC,2026-08-06,2026-08-07,unmatched
PMT-000748,FILE-0001,REF-M-0748,1056.96,USD,inbound,Merritt-Mejia,2026-08-02,2026-08-02,unmatched
PMT-000749,FILE-0001,REF-M-0749,1670.1,USD,inbound,Russo and Sons,2026-08-08,2026-08-08,unmatched
PMT-000750,FILE-0001,REF-M-0750,170.11,USD,inbound,"Parker, Horn and Dennis",2026-08-24,2026-08-25,unmatched
PMT-000751,FILE-0001,REF-M-0751,2111.76,USD,inbound,Dean Group,2026-08-29,2026-08-29,unmatched
PMT-000752,FILE-0001,REF-M-0752,1533.43,USD,inbound,Castillo LLC,2026-08-25,2026-08-25,unmatched
PMT-000753,FILE-0001,REF-M-0753,1815.77,USD,inbound,Douglas-Watson,2026-08-25,2026-08-25,unmatched
PMT-000754,FILE-0001,REF-M-0754,302.81,USD,inbound,Castillo-Benitez,2026-08-14,2026-08-14,unmatched
PMT-000755,FILE-0001,REF-M-0755,1063.39,USD,inbound,"Tate, Wright and Jensen",2026-08-23,2026-08-23,unmatched
PMT-000756,FILE-0001,REF-M-0756,552.83,USD,inbound,Lane-Smith,2026-08-01,2026-08-02,unmatched
PMT-000757,FILE-0001,REF-M-0757,1752.86,USD,inbound,Stuart-Booker,2026-08-30,2026-08-30,unmatched
PMT-000758,FILE-0001,REF-M-0758,21.95,USD,inbound,Cole LLC,2026-08-28,2026-08-28,unmatched
PMT-000759,FILE-0001,REF-M-0759,691.52,USD,inbound,Kim Ltd,2026-08-14,2026-08-15,unmatched
PMT-000760,FILE-0001,REF-M-0760,1934.92,USD,inbound,Thompson-Villa,2026-08-22,2026-08-22,unmatched
PMT-000761,FILE-0001,REF-M-0761,1668.41,USD,inbound,Walsh PLC,2026-08-22,2026-08-23,unmatched
PMT-000762,FILE-0001,REF-M-0762,1607.92,USD,inbound,Thompson-Jones,2026-08-09,2026-08-09,unmatched
PMT-000763,FILE-0001,REF-M-0763,2148.2,USD,inbound,"Lee, Webster and Hall",2026-08-28,2026-08-29,unmatched
PMT-000764,FILE-0001,REF-M-0764,872.42,USD,inbound,"Crawford, Morrison and Fuller",2026-08-09,2026-08-10,unmatched
PMT-000765,FILE-0001,REF-M-0765,2232.34,USD,inbound,"Foster, Vasquez and Barker",2026-08-24,2026-08-25,unmatched
PMT-000766,FILE-0001,REF-M-0766,1339.26,USD,inbound,Ellis Ltd,2026-08-12,2026-08-12,unmatched
PMT-000767,FILE-0001,REF-M-0767,133.02,USD,inbound,"Pugh, Smith and Williams",2026-08-12,2026-08-12,unmatched
PMT-000768,FILE-0001,REF-M-0768,2390.32,USD,inbound,Powers PLC,2026-08-25,2026-08-26,unmatched
PMT-000769,FILE-0001,REF-M-0769,1511.17,USD,inbound,Conner Ltd,2026-08-25,2026-08-26,unmatched
PMT-000770,FILE-0001,REF-M-0770,999.94,USD,inbound,Harrington-Fisher,2026-08-06,2026-08-06,unmatched
PMT-000771,FILE-0001,REF-M-0771,2000.09,USD,inbound,"Smith, Smith and Sullivan",2026-08-14,2026-08-14,unmatched
PMT-000772,FILE-0001,REF-M-0772,1771.96,USD,inbound,Ferguson-Ashley,2026-08-01,2026-08-02,unmatched
PMT-000773,FILE-0001,REF-M-0773,1642.15,USD,inbound,Marks-Vega,2026-08-05,2026-08-06,unmatched
PMT-000774,FILE-0001,REF-M-0774,159.86,USD,inbound,Cooper-Morales,2026-08-17,2026-08-18,unmatched
PMT-000775,FILE-0001,REF-M-0775,1109.61,USD,inbound,Jenkins PLC,2026-08-19,2026-08-20,unmatched
PMT-000776,FILE-0001,REF-M-0776,1517.22,USD,inbound,Adams Inc,2026-08-13,2026-08-13,unmatched
PMT-000777,FILE-0001,REF-M-0777,1813.56,USD,inbound,Hunter-Burgess,2026-08-09,2026-08-09,unmatched
PMT-000778,FILE-0001,REF-M-0778,1784.86,USD,inbound,"Ford, Warren and Hall",2026-08-03,2026-08-04,unmatched
PMT-000779,FILE-0001,REF-M-0779,2170.6,USD,inbound,Turner Inc,2026-08-10,2026-08-11,unmatched
PMT-000780,FILE-0001,REF-M-0780,647.65,USD,inbound,Carter LLC,2026-08-21,2026-08-22,unmatched
PMT-000781,FILE-0001,REF-M-0781,2389.09,USD,inbound,"Kelly, Scott and Hodges",2026-08-13,2026-08-13,unmatched
PMT-000782,FILE-0001,REF-M-0782,27.99,USD,inbound,Gilmore Group,2026-08-21,2026-08-22,unmatched
PMT-000783,FILE-0001,REF-M-0783,447.83,USD,inbound,"Cortez, Santos and Adams",2026-08-17,2026-08-17,unmatched
PMT-000784,FILE-0001,REF-M-0784,66.97,USD,inbound,Pennington-Ward,2026-08-14,2026-08-14,unmatched
PMT-000785,FILE-0001,REF-M-0785,330.16,USD,inbound,"Wolf, Arroyo and Figueroa",2026-08-02,2026-08-03,unmatched
PMT-000786,FILE-0001,REF-M-0786,221.3,USD,inbound,Norton-Garcia,2026-08-19,2026-08-20,unmatched
PMT-000787,FILE-0001,REF-M-0787,1052.37,USD,inbound,Neal LLC,2026-08-13,2026-08-13,unmatched
PMT-000788,FILE-0001,REF-M-0788,1130.11,USD,inbound,"Carpenter, Johnson and Brown",2026-08-26,2026-08-26,unmatched
PMT-000789,FILE-0001,REF-M-0789,665.51,USD,inbound,"Reid, Jordan and Hansen",2026-08-22,2026-08-23,unmatched
PMT-000790,FILE-0001,REF-M-0790,162.14,USD,inbound,Forbes-Perry,2026-08-13,2026-08-13,unmatched
PMT-000791,FILE-0001,REF-M-0791,2205.42,USD,inbound,Jensen-Ingram,2026-08-16,2026-08-17,unmatched
PMT-000792,FILE-0001,REF-M-0792,648.99,USD,inbound,Jones-Perry,2026-08-30,2026-08-31,unmatched
PMT-000793,FILE-0001,REF-M-0793,228.43,USD,inbound,York-Johnson,2026-08-03,2026-08-03,unmatched
PMT-000794,FILE-0001,REF-M-0794,2426.07,USD,inbound,Fuller-Burns,2026-08-11,2026-08-11,unmatched
PMT-000795,FILE-0001,REF-M-0795,79.85,USD,inbound,Wiggins-Gray,2026-08-13,2026-08-14,unmatched
PMT-000796,FILE-0001,REF-M-0796,2327.81,USD,inbound,West and Sons,2026-08-07,2026-08-08,unmatched
PMT-000797,FILE-0001,REF-M-0797,433.21,USD,inbound,"Leach, Klein and Rollins",2026-08-06,2026-08-06,unmatched
PMT-000798,FILE-0001,REF-M-0798,879.92,USD,inbound,"Ferguson, House and Tanner",2026-08-25,2026-08-25,unmatched
PMT-000799,FILE-0001,REF-M-0799,2043.56,USD,inbound,"Hernandez, Miller and Castillo",2026-08-23,2026-08-23,unmatched
PMT-000800,FILE-0001,REF-M-0800,1149.14,USD,inbound,Casey PLC,2026-08-10,2026-08-11,unmatched
PMT-000801,FILE-0001,REF-M-0801,898.0,USD,inbound,Castillo Inc,2026-08-09,2026-08-09,unmatched
PMT-000802,FILE-0001,REF-M-0802,462.52,USD,inbound,"Thompson, Santos and Holmes",2026-08-22,2026-08-23,unmatched
PMT-000803,FILE-0001,REF-M-0803,1477.17,USD,inbound,"Yang, Flores and Hill",2026-08-02,2026-08-02,unmatched
PMT-000804,FILE-0001,REF-M-0804,265.14,USD,inbound,Williams and Sons,2026-08-28,2026-08-29,unmatched
PMT-000805,FILE-0001,REF-M-0805,1099.78,USD,inbound,Perry-Martin,2026-08-18,2026-08-18,unmatched
PMT-000806,FILE-0001,REF-M-0806,1692.26,USD,inbound,Young Inc,2026-08-12,2026-08-13,unmatched
PMT-000807,FILE-0001,REF-M-0807,1426.36,USD,inbound,"Jones, Daniels and Murphy",2026-08-10,2026-08-11,unmatched
PMT-000808,FILE-0001,REF-M-0808,436.6,USD,inbound,Martin LLC,2026-08-26,2026-08-26,unmatched
PMT-000809,FILE-0001,REF-M-0809,2260.12,USD,inbound,Phillips-Scott,2026-08-16,2026-08-16,unmatched
PMT-000810,FILE-0001,REF-M-0810,441.77,USD,inbound,"Bauer, Michael and Schmidt",2026-08-19,2026-08-20,unmatched
PMT-000811,FILE-0001,REF-M-0811,2096.3,USD,inbound,Burke PLC,2026-08-04,2026-08-04,unmatched
PMT-000812,FILE-0001,REF-M-0812,482.88,USD,inbound,Johnson-Romero,2026-08-15,2026-08-15,unmatched
PMT-000813,FILE-0001,REF-M-0813,214.76,USD,inbound,Lane-Myers,2026-08-19,2026-08-19,unmatched
PMT-000814,FILE-0001,REF-M-0814,1612.67,USD,inbound,Molina-Harvey,2026-08-07,2026-08-08,unmatched
PMT-000815,FILE-0001,REF-M-0815,117.29,USD,inbound,"Hill, Holloway and Klein",2026-08-14,2026-08-15,unmatched
PMT-000816,FILE-0001,REF-M-0816,1954.31,USD,inbound,Gonzalez Group,2026-08-21,2026-08-22,unmatched
PMT-000817,FILE-0001,REF-M-0817,558.0,USD,inbound,Glenn-Hartman,2026-08-03,2026-08-03,unmatched
PMT-000818,FILE-0001,REF-M-0818,744.6,USD,inbound,Neal-Wilson,2026-08-17,2026-08-17,unmatched
PMT-000819,FILE-0001,REF-M-0819,2377.8,USD,inbound,"Lyons, Duran and Turner",2026-08-19,2026-08-19,unmatched
PMT-000820,FILE-0001,REF-M-0820,1719.23,USD,inbound,Williams Ltd,2026-08-07,2026-08-07,unmatched
PMT-000821,FILE-0001,REF-M-0821,952.96,USD,inbound,"Edwards, Henson and Chapman",2026-08-09,2026-08-09,unmatched
PMT-000822,FILE-0001,REF-M-0822,2053.03,USD,inbound,"Martinez, Herrera and Robbins",2026-08-23,2026-08-23,unmatched
PMT-000823,FILE-0001,REF-M-0823,1881.67,USD,inbound,Jones-Gonzalez,2026-08-18,2026-08-18,unmatched
PMT-000824,FILE-0001,REF-M-0824,1799.46,USD,inbound,"Villarreal, Barrett and Coleman",2026-08-25,2026-08-25,unmatched
PMT-000825,FILE-0001,REF-M-0825,1090.77,USD,inbound,Buchanan-Wilkerson,2026-08-28,2026-08-28,unmatched
PMT-000826,FILE-0001,REF-M-0826,1171.22,USD,inbound,"Berry, Rivera and Perkins",2026-08-15,2026-08-16,unmatched
PMT-000827,FILE-0001,REF-M-0827,847.18,USD,inbound,Anthony Group,2026-08-13,2026-08-13,unmatched
PMT-000828,FILE-0001,REF-M-0828,2245.27,USD,inbound,Fox-Oliver,2026-08-20,2026-08-20,unmatched
PMT-000829,FILE-0001,REF-M-0829,2407.02,USD,inbound,"Davis, Alvarez and Walker",2026-08-09,2026-08-10,unmatched
PMT-000830,FILE-0001,REF-M-0830,1178.21,USD,inbound,Shaw-Sullivan,2026-08-11,2026-08-11,unmatched
PMT-000831,FILE-0001,REF-M-0831,2484.52,USD,inbound,Norris Inc,2026-08-18,2026-08-19,unmatched
PMT-000832,FILE-0001,REF-M-0832,1844.81,USD,inbound,"Kaufman, Welch and Gonzales",2026-08-24,2026-08-24,unmatched
PMT-000833,FILE-0001,REF-M-0833,866.12,USD,inbound,Kline-Chang,2026-08-10,2026-08-11,unmatched
PMT-000834,FILE-0001,REF-M-0834,1218.92,USD,inbound,Hamilton-Leach,2026-08-05,2026-08-05,unmatched
PMT-000835,FILE-0001,REF-M-0835,1728.01,USD,inbound,Green Inc,2026-08-03,2026-08-03,unmatched
PMT-000836,FILE-0001,REF-M-0836,858.56,USD,inbound,Rojas PLC,2026-08-30,2026-08-31,unmatched
PMT-000837,FILE-0001,REF-M-0837,528.39,USD,inbound,Fletcher-Williams,2026-08-20,2026-08-20,unmatched
PMT-000838,FILE-0001,REF-M-0838,738.45,USD,inbound,"Chan, Smith and Carroll",2026-08-20,2026-08-20,unmatched
PMT-000839,FILE-0001,REF-M-0839,1012.02,USD,inbound,Cuevas-Hanson,2026-08-30,2026-08-30,unmatched
PMT-000840,FILE-0001,REF-M-0840,1842.54,USD,inbound,Liu-Murphy,2026-08-19,2026-08-20,unmatched
PMT-000841,FILE-0001,REF-M-0841,1570.94,USD,inbound,Park and Sons,2026-08-19,2026-08-19,unmatched
PMT-000842,FILE-0001,REF-M-0842,798.66,USD,inbound,"Torres, Johnson and Walker",2026-08-22,2026-08-22,unmatched
PMT-000843,FILE-0001,REF-M-0843,1816.33,USD,inbound,"Mann, Turner and Hanson",2026-08-09,2026-08-10,unmatched
PMT-000844,FILE-0001,REF-M-0844,322.95,USD,inbound,"Arias, Rios and Goodwin",2026-08-14,2026-08-14,unmatched
PMT-000845,FILE-0001,REF-M-0845,2301.23,USD,inbound,Taylor-Walker,2026-08-26,2026-08-26,unmatched
PMT-000846,FILE-0001,REF-M-0846,1535.26,USD,inbound,Sparks-Lee,2026-08-26,2026-08-26,unmatched
PMT-000847,FILE-0001,REF-M-0847,986.98,USD,inbound,Knight-Rodgers,2026-08-22,2026-08-22,unmatched
PMT-000848,FILE-0001,REF-M-0848,785.24,USD,inbound,Singleton and Sons,2026-08-07,2026-08-07,unmatched
PMT-000849,FILE-0001,REF-M-0849,1778.07,USD,inbound,Maxwell Ltd,2026-08-02,2026-08-02,unmatched
PMT-000850,FILE-0001,REF-M-0850,534.29,USD,inbound,Mckenzie Ltd,2026-08-28,2026-08-29,unmatched
PMT-000851,FILE-0001,REF-UNMATCHED-883250,1294.29,USD,inbound,"Zuniga, Mcdonald and Arnold",2026-08-21,2026-08-21,unmatched
PMT-000852,FILE-0001,REF-UNMATCHED-561593,2252.15,USD,inbound,"Lowe, Matthews and Reynolds",2026-08-30,2026-08-30,unmatched
PMT-000853,FILE-0001,REF-UNMATCHED-117391,313.77,USD,inbound,"Carter, Brandt and Phillips",2026-08-16,2026-08-16,unmatched
PMT-000854,FILE-0001,REF-UNMATCHED-142960,1921.41,USD,inbound,Estrada-Moran,2026-08-24,2026-08-24,unmatched
PMT-000855,FILE-0001,REF-UNMATCHED-479784,851.92,USD,inbound,"Collins, Lane and Warner",2026-08-30,2026-08-31,unmatched
PMT-000856,FILE-0001,REF-UNMATCHED-712595,989.44,USD,inbound,"Jimenez, Woods and Yates",2026-08-16,2026-08-17,unmatched
PMT-000857,FILE-0001,REF-UNMATCHED-632041,328.55,USD,inbound,Strickland-Cordova,2026-08-26,2026-08-26,unmatched
PMT-000858,FILE-0001,REF-UNMATCHED-941414,619.97,USD,inbound,Russell-Scott,2026-08-22,2026-08-22,unmatched
PMT-000859,FILE-0001,REF-UNMATCHED-991912,1167.28,USD,inbound,"Smith, Lewis and Barker",2026-08-19,2026-08-19,unmatched
PMT-000860,FILE-0001,REF-UNMATCHED-759940,2120.76,USD,inbound,Wright-Martinez,2026-08-29,2026-08-30,unmatched
PMT-000861,FILE-0001,REF-UNMATCHED-360089,1877.4,USD,inbound,Sutton-Cooper,2026-08-22,2026-08-23,unmatched
PMT-000862,FILE-0001,REF-UNMATCHED-209795,482.42,USD,inbound,Casey-Anderson,2026-08-18,2026-08-18,unmatched
PMT-000863,FILE-0001,REF-UNMATCHED-577238,2409.49,USD,inbound,Murphy-Gibson,2026-08-24,2026-08-25,unmatched
PMT-000864,FILE-0001,REF-UNMATCHED-977714,1867.34,USD,inbound,Weaver-Ewing,2026-08-28,2026-08-29,unmatched
PMT-000865,FILE-0001,REF-UNMATCHED-842377,187.74,USD,inbound,Hebert-Hensley,2026-08-27,2026-08-27,unmatched
PMT-000866,FILE-0001,REF-UNMATCHED-701534,1791.76,USD,inbound,"Thompson, Jackson and Chandler",2026-08-27,2026-08-28,unmatched
PMT-000867,FILE-0001,REF-UNMATCHED-537188,1611.69,USD,inbound,Wells-Silva,2026-08-19,2026-08-20,unmatched
PMT-000868,FILE-0001,REF-UNMATCHED-483511,1728.74,USD,inbound,Yoder LLC,2026-08-23,2026-08-24,unmatched
PMT-000869,FILE-0001,REF-UNMATCHED-843284,315.13,USD,inbound,"Rodriguez, Smith and Spence",2026-08-28,2026-08-28,unmatched
PMT-000870,FILE-0001,REF-UNMATCHED-400298,1888.03,USD,inbound,Reynolds Ltd,2026-08-16,2026-08-17,unmatched
PMT-000871,FILE-0001,REF-UNMATCHED-598785,1377.56,USD,inbound,Gardner-Carson,2026-08-23,2026-08-24,unmatched
PMT-000872,FILE-0001,REF-UNMATCHED-516867,762.06,USD,inbound,Vasquez Inc,2026-08-20,2026-08-21,unmatched
PMT-000873,FILE-0001,REF-UNMATCHED-248157,22.42,USD,inbound,Williams LLC,2026-08-15,2026-08-16,unmatched
PMT-000874,FILE-0001,REF-UNMATCHED-173017,880.29,USD,inbound,Martinez Ltd,2026-08-24,2026-08-25,unmatched
PMT-000875,FILE-0001,REF-UNMATCHED-476162,1296.5,USD,inbound,Gillespie Inc,2026-08-19,2026-08-19,unmatched
